Traditional	Study Order	Variants	Simplified	Pinyin	Keyword	Meaning	Examples	Examples Pinyin	Sound	Frequency	Zhuyin	Vocabulary Zhuyin	Stroke Order	Etymology	Gif
含	1075		含	hán	harbor	hold in mouth; cherish; contain	包含 含量	bāohán hánliàng	[sound:mp3/han2.mp3]	906	ㄏㄢˊ	ㄅㄠ ㄏㄢˊ  ㄏㄢˊㄌㄧㄤ`	['㇒', '㇏', '㇔', '㇇', '㇑', '㇕', '㇐']	As per 今# (contain) + 口 mouth | *contain in the mouth*; *contain*; *include*. Extended meanings include *bear (in mind)*, *have*, *hold* and *imply*, as well as *give instructions* and *understand* (← give instructions that the hearer takes in and comprehends). 	images-large/542b-large.gif
判	1076		判	pàn	judge	judge; discriminate; conclude	裁判 判斷 批判	cáipàn pànduàn pīpàn	[sound:mp3/pan4.mp3]	907	ㄆㄢ`	ㄘㄞˊㄆㄢ`  ㄆㄢ`ㄉㄨㄢ`  ㄆㄧ ㄆㄢ`	['㇔', '㇒', '㇐', '㇐', '㇑', '㇑', '㇚']	As per 半# (split) + 刀 sword/knife | judgment likened to a decisive cutting in two (compare 斷, 裁, 決 and 折) | *judge* | *seal* (of judgment); *size* (← seal of a particular size). 	images-large/5224-large.gif
釋	1077		释	shì	explain	interprete, elucidate; release	解釋 釋放	jiěshì shìfàng	[sound:mp3/shi4.mp3]	908	ㄕ`	ㄐㄧㄝˇㄕ`  ㄕ`ㄈㄤ`	['㇒', '㇔', '㇒', '㇐', '㇑', '㇒', '㇏', '㇑', '㇕', '㇑', '㇑', '㇐', '㇐', '㇑', '㇐', '㇔', '㇒', '㇐', '㇐', '㇑']	As per 睪# (align) + 釆 (scatter) | take/break apart an object, scattering then aligning the pieces | *release*; *explain*; *solve*. 	images-large/91ca-large.gif
波	1078		波	bō	waves	waves, breakers; undulations	波動 波及 波浪	bōdòng bōjí bōlàng	[sound:mp3/bo1.mp3]	910	ㄅㄛ	ㄅㄛ ㄉㄨㄥ`  ㄅㄛ ㄐㄧˊ  ㄅㄛ ㄌㄤ`	['㇔', '㇔', '㇀', '㇖', '㇓', '㇑', '㇇', '㇏']	As per 皮# (align) + 水 water | waves breaking in alignment | *wave*. 	images-large/6ce2-large.gif
承	1079		承	chéng	undertake	inherit, receive; succeed	承認 承包 承擔	chéngrèn chéngbāo chéngdān	[sound:mp3/cheng2.mp3]	911	ㄔㄥˊ	ㄔㄥˊㄖㄣ`  ㄔㄥˊㄅㄠ   ㄔㄥˊㄉㄢ 		The relevant seal inscription form is an abbreviated form# of 丞 (raise/rise) + 手 hand/action indicator | *receive*/*succeed to* (= be raised to) a high(er) post/rank etc. | *accept*; *hear*; *listen to* (← receive word of). 	images-large/627f-large.gif
堆	1080		堆	duī	pile	heap, pile, crowd; pile up	堆積	duījī	[sound:mp3/dui1.mp3]	913	ㄉㄨㄟ	ㄉㄨㄟ ㄐㄧ 	['㇐', '㇑', '㇐', '㇒', '㇑', '㇔', '㇐', '㇐', '㇐', '㇑', '㇐']	As per 隹# (exert downward pressure) + 土 earth | tall, heavy pile of earth | *pile up*. 	images-large/5806-large.gif
製	1081		制	zhì	manufacture	make, manufacture; produce	複製 製造 製作	fùzhì zhìzào zhìzuò	[sound:mp3/zhi4.mp3]	915	ㄓ`	ㄈㄨ`ㄓ`  ㄓ`ㄗㄠ`  ㄓ`ㄗㄨㄛ`		As per 制# (cut) + 衣 clothing | *cut* material for clothing | *manufacture*; *make*. 	images-large/5236-large.gif
鍵	1082		键	jiàn	keyboard keys	door bolt, lock bolt; key	關鍵 鍵盤	guānjiàn jiànpán	[sound:mp3/jian4.mp3]	916	ㄐㄧㄢ`	ㄍㄨㄢ ㄐㄧㄢ`  ㄐㄧㄢ`ㄆㄢˊ	['㇒', '㇔', '㇐', '㇐', '㇑', '㇔', '㇒', '㇀', '㇕', '㇐', '㇐', '㇐', '㇐', '㇑', '㇋', '㇏']	建# erect + 金 metal | raise a metal latch/bolt | *key* (of a piano, electronic device etc.). 	images-large/952e-large.gif
旱	1083		旱	hàn	drought	drought; dry; dry land			[sound:mp3/han4.mp3]	3680	ㄏㄢ`		['㇑', '㇕', '㇐', '㇐', '㇐', '㇐', '㇑']	As per 干# (press against) + 日 sun/day | sunlight pressing against and drying up the land | *dry up*; *drought*. 	images-large/65f1-large.gif
趕	1084		赶	gǎn	hurry	pursue, follow; expel, drive away	趕快 趕上 趕緊	gǎnkuài gǎnshàng gǎnjǐn	[sound:mp3/gan3.mp3]	917	ㄍㄢˇ	ㄍㄢˇㄎㄨㄞ`  ㄍㄢˇㄕㄤ`  ㄍㄢˇㄐㄧㄣˇ	['㇐', '㇑', '㇐', '㇑', '㇐', '㇒', '㇏', '㇑', '㇕', '㇐', '㇐', '㇐', '㇐', '㇑']		images-large/8d76-large.gif
旁	1085		旁	páng	side	side; by side, close by, near	旁邊 一旁 旁人	pángbiān yīpáng pángrén	[sound:mp3/pang2.mp3]	918	ㄆㄤˊ	ㄆㄤˊㄅㄧㄢ   ㄧ ㄆㄤˊ  ㄆㄤˊㄖㄣˊ	['㇔', '㇐', '㇔', '㇒', '㇔', '㇖', '㇔', '㇐', '㇆', '㇓']	The relevant seal inscription form is as per 方# (spread) + an element combining two horizontal lines and 八 split right and left | both *sides* of the body | *by the side of*; *nearby* | *incidentally*. Also, *spread* (*all over*) and *element positioned on the right side of a  Han/Chinese character*. 	images-large/65c1-large.gif
筆	1086		笔	bǐ	pen	writing brush; write; stroke	鉛筆 毛筆 筆記	qiānbǐ máobǐ bǐjì	[sound:mp3/bi3.mp3]	919	ㄅㄧˇ	ㄑㄧㄢ ㄅㄧˇ  ㄇㄠˊㄅㄧˇ  ㄅㄧˇㄐㄧ`	['㇒', '㇐', '㇔', '㇒', '㇐', '㇔', '㇕', '㇐', '㇐', '㇐', '㇐', '㇑']	聿# implement used to carve/draw characters + 竹 bamboo | bamboo carved into a *writing brush* | *writing implements*; *write*; *draw*; (literary/artistic) *work*. 	images-large/7b14-large.gif
註	1087		註	zhù	annotate	explain; annotate; make entry	註冊	zhùcè	[sound:mp3/zhu4.mp3]	921	ㄓㄨ`	ㄓㄨ`ㄘㄜ`	['㇔', '㇐', '㇐', '㇐', '㇑', '㇕', '㇐', '㇔', '㇐', '㇐', '㇑', '㇐']	As per 主# (stationary) + 言 words | *write down*/*annotate*, fixing words in place (compare 著 and 書) | *comment*; *interpret*. 	images-large/8a3b-large.gif
奏	1088		奏	zòu	play an instrument	memorialize emperor; report	演奏	yǎnzòu	[sound:mp3/zou4.mp3]	922	ㄗㄡ`	ㄧㄢˇㄗㄡ`		The relevant seal inscription form is 廾 (pair of hands) + an element# representing a skinned, sacrificial animal the limbs of which are gathered together | *offer*/*present* a sacrificial animal | *report*; *play an instrument* (← offer a report/recital). 	images-large/594f-large.gif
樹	1089		树	shù	timber	tree; plant; set up, establish	樹木 樹林 果樹	shùmù Shùlín guǒshù	[sound:mp3/shu4.mp3]	923	ㄕㄨ`	ㄕㄨ`ㄇㄨ`  ㄕㄨ`ㄌㄧㄣˊ  ㄍㄨㄛˇㄕㄨ`	['㇐', '㇑', '㇒', '㇔', '㇐', '㇑', '㇐', '㇑', '㇕', '㇐', '㇔', '㇒', '㇐', '㇐', '㇚', '㇔']	尌# is 寸 hand/action indicator + 壴 as described in 鼓 (round drum set on a stand) | set/stand a drum in place | set/stand in place. 樹 adds 木 tree/wood | stand up a sapling in planting it | *set up*; *tree*; *plant* (v.). 	images-large/6811-large.gif
律	1090		律	lǜ	law	statute, principle, regulation	法律 律師 規律	fǎlǜ lǜshī guīlǜ	[sound:mp3/luu4.mp3]	924	undefined`	ㄈㄚˇundefined`  undefined`ㄕ   ㄍㄨㄟ undefined`	['㇒', '㇒', '㇑', '㇕', '㇐', '㇐', '㇐', '㇐', '㇑']	聿# implement held upright to carve/draw characters + 彳 movement (| action indicator) | create written standards for regulating human conduct | *law*; *rule*; *regulate*. Compare 埒, 法, 笵 and 憲. 	images-large/5f8b-large.gif
鐵	1091		铁	tiě	iron	iron; strong, solid, firm	地鐵 鐵路 鋼鐵	dìtiě tiělù gāngtiě	[sound:mp3/tie3.mp3]	925	ㄊㄧㄝˇ	ㄉㄧ`ㄊㄧㄝˇ  ㄊㄧㄝˇㄌㄨ`  ㄍㄤ ㄊㄧㄝˇ		戜 combines 呈 (extend) + 戈 here a variant form of 伐 (cut down) | cut an extensive portion | large. In place of 戜, the right-hand element# of 鐵 substitutes �� as described in 栽 (| cut; sever). 鐵 adds 金 metal | metal used to cut (large portions of) other objects | *iron*. 	images-large/94c1-large.gif
榮	1092		荣	róng	glory	glory, honor; flourish, prosper	繁榮 光榮 榮幸	fánróng guāngróng róngxìng	[sound:mp3/rong2.mp3]	926	ㄖㄨㄥˊ	ㄈㄢˊㄖㄨㄥˊ  ㄍㄨㄤ ㄖㄨㄥˊ  ㄖㄨㄥˊㄒㄧㄥ`	['㇔', '㇒', '㇓', '㇔', '㇔', '㇒', '㇓', '㇏', '㇔', '㇖', '㇐', '㇑', '㇒', '㇏']	�� # is 火 fire (doubled) + 冖 cover (| fire ring) | campfire burning within a fire ring. To �� (curve about), 榮 adds 木 tree/wood | blossoming flowers that curve about a tree | *blossom*; *thrive*; *flourish*; *be attractive*; *be conspicuous*; *be brilliant* | *prosper*; *boom*; *shine*; *glory*. 	images-large/8363-large.gif
昨	1093		昨	zuó	yesterday	yesterday; in former times, past	昨天	zuótiān	[sound:mp3/zuo2.mp3]	927	ㄗㄨㄛˊ	ㄗㄨㄛˊㄊㄧㄢ 	['㇑', '㇕', '㇐', '㇐', '㇒', '㇐', '㇑', '㇐', '㇐']	As per 乍# (create a pile) + 日 sun/day | figurative pile of days (compare 昔 and 時) | *past*; *day/year before*. 昔 and 昨 likely were variants of each other that eventually diverged in usage. 	images-large/6628-large.gif
采	1094		采	cǎi	pluck	collect, gather; pick, pluck			[sound:mp3/cai3.mp3]	1741	ㄘㄞˇ		['㇒', '㇔', '㇔', '㇒', '㇐', '㇑', '㇒', '㇏']	As per 爪# (pick/pluck) + 木 tree/wood (| fruit-bearing tree) | *pick*/*pluck* colorful fruit | *coloration*; *appearance*. *Die/dice* is a borrowed meaning. 	images-large/91c7-large.gif
彩	1095		彩	cǎi	hue	hue, color; variegated colors	彩色 精彩 色彩	cǎisè jīngcǎi sècǎi	[sound:mp3/cai3.mp3]	929	ㄘㄞˇ	ㄘㄞˇㄙㄜ`  ㄐㄧㄥ ㄘㄞˇ  ㄙㄜ`ㄘㄞˇ	['㇒', '㇔', '㇔', '㇒', '㇐', '㇑', '㇒', '㇏', '㇒', '㇒', '㇒']	采# coloration + 彡 pattern | colors and patterns | *coloration* | *colorful* | *decoration*; *appearance*. 	images-large/5f69-large.gif
歸	1096		归	guī	come back	return; return to, revert to	歸還 歸納	guīhuán guīnà	[sound:mp3/gui1.mp3]	930	ㄍㄨㄟ	ㄍㄨㄟ ㄏㄨㄢˊ  ㄍㄨㄟ ㄋㄚ`	['㇒', '㇑', '㇕', '㇐', '㇕', '㇐', '㇑', '㇐', '㇑', '㇐', '㇕', '㇐', '㇐', '㇔', '㇖', '㇑', '㇆', '㇑']	The relevant bronzeware inscription form combines 帚 hand holding a broom + �� # as described in 追 (tall pile of objects) | sweep in circular fashion, gathering a pile. *Return* is an extended meaning (← sweep in a circle, returning to one's starting point) | *leave* (← leave to return home). A seal inscription form adds 止 stop to suggest completion of action. 	images-large/5f52-large.gif
罪	1097		罪	zuì	guilt	crime, sin, vice; evil; hardship	得罪 犯罪 罪惡	dézuì fànzuì zuìè	[sound:mp3/zui4.mp3]	932	ㄗㄨㄟ`	ㄉㄜˊㄗㄨㄟ`  ㄈㄢ`ㄗㄨㄟ`  ㄗㄨㄟ`ㄜ`	['㇑', '㇕', '㇑', '㇑', '㇐', '㇑', '㇐', '㇐', '㇐', '㇑', '㇐', '㇐', '㇐']	The relevant seal inscription form is 自# (nose) + 辛 needle/cutting tool | criminal marked for life by having his nose cut off (compare 劓) | *crime*; *sin*; *guilt*; *accuse*; *punish*; *mistake*. As the 自 atop 辛 form was uncomfortably similar to the character 皇 (emperor), it was eventually transformed into 罒 atop 非. 	images-large/7f6a-large.gif
皆	1098		皆	jiē	all	all, every, everybody			[sound:mp3/jie1.mp3]	933	ㄐㄧㄝ		['㇐', '㇙', '㇒', '㇟', '㇒', '㇑', '㇕', '㇐', '㇐']	比# line up + 白. 白 replaces an obsolete element of uncertain signification, and the reason for the  selection of 白 is also obscure. *All*, *everyone* and *everything* appear to be connected with the general idea of lining up many people/objects. 	images-large/7686-large.gif
葉	1099		叶	yè	leaf	leaf, petal; page of book; period	茶葉 葉子 中葉	cháyè yèzi zhōngyè	[sound:mp3/ye4.mp3]	934	ㄧㄝ`	ㄔㄚˊㄧㄝ`  ㄧㄝ`ㄗ˙  ㄓㄨㄥ ㄧㄝ`	['㇐', '㇑', '㇑', '㇐', '㇑', '㇑', '㇐', '㇗', '㇐', '㇑', '㇒', '㇏']	枼# is a depiction of three leaves growing from the top of a tree, suggesting slight objects (thin, flat leaves) piled on each other. 葉 adds 艸 grass/plant (for emphasis/clarification) | *leaf* | *thin object*. *Era* and *age* are extended meanings (← piling up of generations ← fallen leaves piled upon each other; compare 祖 and 昔). 	images-large/53f6-large.gif
售	1100		售	shòu	vend	sell	出售 零售 銷售	chūshòu língshòu xiāoshòu	[sound:mp3/shou4.mp3]	935	ㄕㄡ`	ㄔㄨ ㄕㄡ`  ㄌㄧㄥˊㄕㄡ`  ㄒㄧㄠ ㄕㄡ`	['㇒', '㇑', '㇔', '㇐', '㇐', '㇐', '㇑', '㇐', '㇑', '㇕', '㇐']	A simplified form of 讐/讎 rival, applied to rivalry in selling | *sell*. 	images-large/552e-large.gif
彈	1101		弹	dàn	bullet	pellet, bullet, shot, shell	飛彈 彈性 原子彈	fēidàn tánxìng yuánzǐdàn	[sound:mp3/dan4.mp3]	936	ㄉㄢ`	ㄈㄟ ㄉㄢ`  ㄊㄢˊㄒㄧㄥ`  ㄩㄢˊㄗˇㄉㄢ`	['㇕', '㇐', '㇉', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑']	As per 單# (weapon) + 弓 bow | *projectile* sent flying by a weapon | *bullet*; *shell*; *cannonball*. Also, *rebound*; *bounce*; *bound* (← actions of a round projectile) | *spring (up)*, as well as *winded*, *stimulated*, *excited/in high spirits* and *free with money* (← frenzied activity). 	images-large/5f39-large.gif
衛	1102		卫	wèi	defend	guard, protect, defend	保衛 衛生 衛生紙	bǎowèi wèishēng wèishēngzhǐ	[sound:mp3/wei4.mp3]	937	ㄨㄟ`	ㄅㄠˇㄨㄟ`  ㄨㄟ`ㄕㄥ   ㄨㄟ`ㄕㄥ ㄓˇ	['㇒', '㇒', '㇑', '㇕', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐', '㇗', '㇑', '㇐', '㇐', '㇚']		images-large/536b-large.gif
施	1103		施	shī	execute	grant, bestow; give; act; name	措施 施工 實施	cuòshī shīgōng shíshī	[sound:mp3/shi1.mp3]	938	ㄕ	ㄘㄨㄛ`ㄕ   ㄕ ㄍㄨㄥ   ㄕˊㄕ 		As per 也# (stretch) + the pennant/banner element described in 旅 | streamer pushed forward by a breeze | *put into effect*; *perform*; *carry out* (← push forward) | *bestow*; *grant*; *provide*; *give alms/charity*. 	images-large/65bd-large.gif
銘	1104		铭	míng	inscription	inscribe, engrave; unforgettably	座右銘	zuòyòumíng	[sound:mp3/ming2.mp3]	939	ㄇㄧㄥˊ	ㄗㄨㄛ`ㄧㄡ`ㄇㄧㄥˊ	['㇒', '㇔', '㇐', '㇐', '㇑', '㇔', '㇒', '㇀', '㇒', '㇇', '㇔', '㇑', '㇕', '㇐']	As per 名# (reveal oneself) + 金 metal | *engrave* an *inscription* in a metallic vessel, revealing the names of the artist or the person commissioning the work, the reasons for commemoration etc. | *inscribe*; *signature*; *motto* | *memorize* (← memorize something inscribed/written). 	images-large/94ed-large.gif
塊	1105		块	kuài	lump	piece, lump; dollar	冰塊 一塊 一塊兒	bīngkuài yīkuài yīkuàir	[sound:mp3/kuai4.mp3]	941	ㄎㄨㄞ`	ㄅㄧㄥ ㄎㄨㄞ`  ㄧ ㄎㄨㄞ`  ㄧ ㄎㄨㄞ`ㄦ˙	['㇐', '㇑', '㇐', '㇒', '㇑', '㇕', '㇐', '㇐', '㇓', '㇟', '㇜', '㇔']	As per 鬼# (large and lumpy) + 土 earth | large *lump/clod* of earth (compare 圣 as described in 怪, as well as 顆) | *cluster*; *group*. 	images-large/5757-large.gif
漢	1106		汉	hàn	Han	the Chinese people, Chinese language	漢語 漢字 漢堡	Hànyǔ hànzì Hànbǎo	[sound:mp3/han4.mp3]	942	ㄏㄢ`	ㄏㄢ`ㄩˇ  ㄏㄢ`ㄗ`  ㄏㄢ`ㄅㄠˇ		The relevant oracle bone form of �� shows the stretched hide of an animal tied to a frame + 火 fire  | stretch an object for drying over a fire. According to this process the object shrinks, leaving a minute remainder. 漢 is as per �� # (stretch) + 水 water | great, stretching river | the Milky Way (← constellation likened to a great, flowing river). The meaning *China* comes from a broad application of 漢's use in the name of the Hanshui River (漢水) in Hubei Province. Also, *man* (← ordinary male ← general populace ← general term for China). 	images-large/6c49-large.gif
欣	1107		欣	xīn	elated	happy, joyous, delighted	欣賞	xīnshǎng	[sound:mp3/xin1.mp3]	943	ㄒㄧㄣ	ㄒㄧㄣ ㄕㄤˇ	['㇒', '㇓', '㇐', '㇑', '㇒', '㇖', '㇓', '㇏']	欠 bent, open-mouthed figure + 斤# for the sound alone to simulate a joyous sound | raise a joyful sound | be *happy/pleased*. Compare 喜. 	images-large/6b23-large.gif
賞	1108		赏	shǎng	prize	reward, grant, bestow; appreciate	欣賞 獎賞	xīnshǎng jiǎngshǎng	[sound:mp3/shang3.mp3]	945	ㄕㄤˇ	ㄒㄧㄣ ㄕㄤˇ  ㄐㄧㄤˇㄕㄤˇ	['㇑', '㇔', '㇒', '㇔', '㇖', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇒', '㇔']	As per 尚# (disperse) + 貝 commodities | disburse (= disperse) a *reward* | *prize* | *praise*; *appreciation*. 	images-large/8d4f-large.gif
載	1109		载	zài	laden	load; carry; transport, convey	記載	jìzǎi	[sound:mp3/zai4.mp3]	946	ㄗㄞ`	ㄐㄧ`ㄗㄞˇ		�� # as described in 栽 (cut; sever) + 車 vehicle | *load* cut wood on a vehicle (compare 輜) | *place atop* | *print*; *publish* (← publish by placing in print); *make a note of* (← publications that bear printed characters). 	images-large/8f7d-large.gif
險	1110		险	xiǎn	perilous	narrow pass, strategic point, dangerous	危險 保險 風險	wēixiǎn bǎoxiǎn fēngxiǎn	[sound:mp3/xian3.mp3]	947	ㄒㄧㄢˇ	ㄨㄟ ㄒㄧㄢˇ  ㄅㄠˇㄒㄧㄢˇ  ㄈㄥ ㄒㄧㄢˇ	['㇌', '㇑', '㇒', '㇏', '㇐', '㇑', '㇕', '㇐', '㇑', '㇕', '㇐', '㇓', '㇏', '㇓', '㇏']	As per 僉# (assemble) + 阜 piled earth | assemblage/convergence of cliff walls in a narrow mountain pass | *narrow pass* | *strategic point*; *rugged*; *dangerous*; *obstruction*. 	images-large/9669-large.gif
播	1111		播	bō	broadcast	sow, spread; broadcast; cast away, reject	廣播 傳播 轉播	guǎngbō chuánbō zhuǎnbō	[sound:mp3/bo1.mp3]	948	ㄅㄛ	ㄍㄨㄤˇㄅㄛ   ㄔㄨㄢˊㄅㄛ   ㄓㄨㄢˇㄅㄛ 	['㇐', '㇚', '㇀', '㇒', '㇔', '㇒', '㇐', '㇑', '㇒', '㇏', '㇑', '㇕', '㇐', '㇑', '㇐']	As per 番# (spread seeds) + 手 hand/action indicator | *sow*, *spread* or *scatter* (seeds). There is a disconnect between the Old Chinese and more recent pronunciations of this term. 	images-large/64ad-large.gif
童	1112		童	tóng	juvenile	child, boy, servant boy; virgin	兒童	értóng	[sound:mp3/tong2.mp3]	1170	ㄊㄨㄥˊ	ㄦˊㄊㄨㄥˊ	['㇔', '㇐', '㇔', '㇒', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇐']	The relevant bronzeware inscription form is an element combining 東 (pierced sack) and 土 earth (suggesting the same idea found in 重 of weight thrusting heavily down upon the earth) + another element combining a needle and an eye | run through a slave-child's eye with a needle (compare 民, 敃 and 僕) | *child* (← child servant ← servant ← slave). The present form amalgamates the top two elements into 立 and the bottom two into 里. 	images-large/7ae5-large.gif
鐘	1113		钟	zhōng	bell	clock; bell	點鐘 分鐘 鐘頭	diǎnzhōng fēnzhōng zhōngtóu	[sound:mp3/zhong1.mp3]	950	ㄓㄨㄥ	ㄉㄧㄢˇㄓㄨㄥ   ㄈㄣ ㄓㄨㄥ   ㄓㄨㄥ ㄊㄡˊ	['㇒', '㇔', '㇐', '㇐', '㇑', '㇔', '㇒', '㇀', '㇔', '㇐', '㇔', '㇒', '㇐', '㇑', '㇕', '㇐', '㇐', '㇐', '㇑', '㇐']	As per 童# (run through) + 金 metal | *bell* (metal object struck with a motion as though to run through it; compare 鍾 as well as 鈴). 	images-large/949f-large.gif
寄	1114		寄	jì	mail	send, transmit, mail; rely on			[sound:mp3/ji4.mp3]	951	ㄐㄧ`		['㇔', '㇔', '㇖', '㇐', '㇓', '㇏', '㇐', '㇚', '㇑', '㇕', '㇐']	As per 奇# (lean) + 宀 roof/building | *lean on* or *draw near*/toward a building | *approach*; *bring near*; *call at/upon*; *step aside* | *depend on*; *gather* (← call at another person's dwelling for food and shelter) | *add* (up to) (← gather). Also, *entrust* (← be entrusted with the care of others) and *send* (← have objects brought to another). 	images-large/5bc4-large.gif
弄	1115		弄	nòng	play with	do, play or fiddle with; alley	弄錯 玩弄	nòngcuò wánnòng	[sound:mp3/nong4.mp3]	952	ㄋㄨㄥ`	ㄋㄨㄥ`ㄘㄨㄛ`  ㄨㄢˊㄋㄨㄥ`	['㇐', '㇐', '㇑', '㇐', '㇐', '㇓', '㇑']	廾# pair of hands + 玉 jewel | hands curved about a jewel in handling/toying with it (compare 玩) | *play*; *fiddle with*; *toy/trifle with* | *tease*; *mock*; *ridicule*. 	images-large/5f04-large.gif
構	1116		构	gòu	frame	frame, building, structure	構成 構造 機構	gòuchéng gòuzào jīgòu	[sound:mp3/gou4.mp3]	954	ㄍㄡ`	ㄍㄡ`ㄔㄥˊ  ㄍㄡ`ㄗㄠ`  ㄐㄧ ㄍㄡ`	['㇐', '㇑', '㇒', '㇔', '㇐', '㇐', '㇑', '㇑', '㇐', '㇑', '㇆', '㇐', '㇑', '㇐']	"As per 冓# (symmetry) + 木 tree/wood | assemble wood in fabricating a *structure* the front and back of which are symmetrical | *fabricate*; *build* | *prepare*; *device*; *style*; (mental) *preparation* | *mind/care about*. Other extended meanings from ""prepare"" or ""fabricate"" include *hospitality*; *interfere*; *feign*; and (assume a) *posture/attitude*. "	images-large/6784-large.gif
囉	1117		啰	luō		exclamatory final particle, nag	囉嗦	luōsuo	[sound:mp3/luo1.mp3]	955	ㄌㄨㄛ	ㄌㄨㄛ ㄙㄨㄛ˙	['㇑', '㇕', '㇐', '㇑', '㇕', '㇑', '㇑', '㇐', '㇜', '㇜', '㇔', '㇔', '㇔', '㇔', '㇒', '㇑', '㇔', '㇐', '㇐', '㇐', '㇑', '㇐']		
磁	1118		磁	cí	magnetism	magnetic; magnetism; porcelain	磁帶	cídài	[sound:mp3/ci2.mp3]	956	ㄘˊ	ㄘˊㄉㄞ`	['㇐', '㇒', '㇑', '㇕', '㇐', '㇔', '㇒', '㇐', '㇜', '㇜', '㇔', '㇜', '㇜', '㇔']	As per 茲# (luxuriant growth) + 石 stone (| mineral) | minerals rushing toward each other in a magnetic field | *magnetism* | *porcelain* (← use of such minerals in ceramic glaze). For porcelain, compare 瓷. 	images-large/78c1-large.gif
螢	1119		萤	yíng	firefly	glow-worm, luminous insect			[sound:mp3/ying2.mp3]	957	ㄧㄥˊ			As per �� # as described in 榮 (curve about) + 虫 insect | insect (such as a glow-worm) that produces a ring of light | *firefly*. Compare the idea of illumination in 營. 	images-large/8424-large.gif
偉	1120		伟	wěi	great	great, robust; extraordinary	偉大 雄偉 宏偉	wěidà xióngwěi hóngwěi	[sound:mp3/wei3.mp3]	958	ㄨㄟˇ	ㄨㄟˇㄉㄚ`  ㄒㄩㄥˊㄨㄟˇ  ㄏㄨㄥˊㄨㄟˇ	['㇒', '㇑', '㇕', '㇑', '㇐', '㇑', '㇕', '㇐', '㇐', '㇗', '㇑']	As per 韋# (go around) + 人 person | layers of fat encircling a person of conspicuous girth | *great* | *renowned*. 	images-large/4f1f-large.gif
薦	1121		荐	jiàn	recommend	offer, present; recommend	推薦	tuījiàn	[sound:mp3/jian4.mp3]	959	ㄐㄧㄢ`	ㄊㄨㄟ ㄐㄧㄢ`		廌 here a variant of 塵# (advancing herd of deer) + 艸 grass/plant | herd of deer grazing as it advances | advance to present an offering | *urge*; *recommend* (← urge another to advance). 	images-large/8350-large.gif
